#lat,long,speed,altitude,time
23.573914747415202,87.30229215381863,0.0,28.08234625575198,06:17:51,BusStop_19+
23.573914747415202,87.30229215381863,0.0,28.089094107576862,06:17:52,BusStop_19+
23.573914747415202,87.30229215381863,0.0,28.09631598131281,06:17:53,BusStop_19+
23.573914747415202,87.30229215381863,0.0,28.101678518918273,06:17:54,BusStop_19+
23.573914747415202,87.30229215381863,0.0,28.10261508567393,06:17:55,BusStop_19+
23.573914747415202,87.30229215381863,0.0,28.101229928749525,06:17:56,BusStop_19+
23.573914747415202,87.30229215381863,0.0,28.10100160026692,06:17:57
23.573914747415202,87.30229215381863,0.0,28.102213248242585,06:17:58
23.57312915746213,87.3024918792335,0.0,26.804953060954976,06:18:29
23.572159651127436,87.30252339621346,0.0,26.8093541139429,06:18:45
23.572277228315333,87.30294462573733,0.0,26.89844494693088,06:19:03
23.572277228315333,87.30294462573733,0.0,26.903920985856047,06:19:04,BusStop_20+
23.572277228315333,87.30294462573733,0.0,26.911053624187517,06:19:05,BusStop_20+
23.572277228315333,87.30294462573733,0.0,26.925837504033545,06:19:06,BusStop_20+
